"/age","/silver","/athlete","/bronze","/date","/gold","/sport","/country","/total","/year"
"20","0","Simon Ammann","0","24/02/2002","2","Ski Jumping","Switzerland","2","2002"
"27","1","Sven Hannawald","0","24/02/2002","1","Ski Jumping","Germany","2","2002"
"20","1","Matti Hautamäki","1","24/02/2002","0","Ski Jumping","Finland","2","2002"
"24","1","Adam Malysz","1","24/02/2002","0","Ski Jumping","Poland","2","2002"
"24","1","Niccolò Campriani","0","12/08/2012","1","Shooting","Italy","2","2012"
"32","0","Jin Jong-O","0","12/08/2012","2","Shooting","South Korea","2","2012"
"27","0","Olena Kostevych","2","12/08/2012","0","Shooting","Ukraine","2","2012"
"28","1","Jin Jong-O","0","24/08/2008","1","Shooting","South Korea","2","2008"
"24","1","Katerina Kurková-Emmons","0","24/08/2008","1","Shooting","Czech Republic","2","2008"
"31","1","Lyubov Galkina","0","29/08/2004","1","Shooting","Russia","2","2004"
"32","0","Mariya Grozdeva","1","29/08/2004","1","Shooting","Bulgaria","2","2004"
"23","1","Lee Bo-Na","1","29/08/2004","0","Shooting","South Korea","2","2004"
"35","1","Mikhail Nestruyev","0","29/08/2004","1","Shooting","Russia","2","2004"
"37","1","Igor Basinsky","1","01/10/2000","0","Shooting","Belarus","2","2000"
"26","1","Tao Luna","0","01/10/2000","1","Shooting","China","2","2000"
"26","1","Kim Crow","1","12/08/2012","0","Rowing","Australia","2","2012"
"32","0","Georgeta Damian-Andrunache","1","24/08/2008","1","Rowing","Romania","2","2008"
"32","0","Viorica Susanu","1","24/08/2008","1","Rowing","Romania","2","2008"
"28","0","Georgeta Damian-Andrunache","0","29/08/2004","2","Rowing","Romania","2","2004"
"28","0","Viorica Susanu","0","29/08/2004","2","Rowing","Romania","2","2004"
"24","0","Georgeta Damian-Andrunache","0","01/10/2000","2","Rowing","Romania","2","2000"
"31","0","Doina Ignat","0","01/10/2000","2","Rowing","Romania","2","2000"
"28","2","Pieta van Dishoeck","0","01/10/2000","0","Rowing","Netherlands","2","2000"
"31","2","Eeke van Nes","0","01/10/2000","0","Rowing","Netherlands","2","2000"
"29","1","Bill Demong","0","28/02/2010","1","Nordic Combined","United States","2","2010"
"27","0","Bernhard Gruber","1","28/02/2010","1","Nordic Combined","Austria","2","2010"
"22","1","Magnus Moan","1","26/02/2006","0","Nordic Combined","Norway","2","2006"
"24","2","Ronny Ackermann","0","24/02/2002","0","Nordic Combined","Germany","2","2002"
"20","1","Jaakko Tallus","0","24/02/2002","1","Nordic Combined","Finland","2","2002"
"19","1","Denis Ablyazin","1","12/08/2012","0","Gymnastics","Russia","2","2012"
"27","1","Chen Yibing","0","12/08/2012","1","Gymnastics","China","2","2012"
"16","0","Gabby Douglas","0","12/08/2012","2","Gymnastics","United States","2","2012"
"24","0","Feng Zhe","0","12/08/2012","2","Gymnastics","China","2","2012"
"22","0","Sandra Izbasa","1","12/08/2012","1","Gymnastics","Romania","2","2012"
"17","2","Viktoriya Komova","0","12/08/2012","0","Gymnastics","Russia","2","2012"
"16","1","McKayla Maroney","0","12/08/2012","1","Gymnastics","United States","2","2012"
"24","2","Marcel Nguyen","0","12/08/2012","0","Gymnastics","Germany","2","2012"
"17","1","Mariya Paseka","1","12/08/2012","0","Gymnastics","Russia","2","2012"
"24","1","Catalina Ponor","1","12/08/2012","0","Gymnastics","Romania","2","2012"
"23","1","Louis Smith","1","12/08/2012","0","Gymnastics","Great Britain","2","2012"
"19","0","Max Whitlock","2","12/08/2012","0","Gymnastics","Great Britain","2","2012"
"23","0","Chen Yibing","0","24/08/2008","2","Gymnastics","China","2","2008"
"23","0","Anton Golotsutskov","2","24/08/2008","0","Gymnastics","Russia","2","2008"
"16","0","He Kexin","0","24/08/2008","2","Gymnastics","China","2","2008"
"22","1","Jonathan Horton","1","24/08/2008","0","Gymnastics","United States","2","2008"
"18","0","Sandra Izbasa","1","24/08/2008","1","Gymnastics","Romania","2","2008"
"27","0","Li Xiaopeng","0","24/08/2008","2","Gymnastics","China","2","2008"
"19","2","Kohei Uchimura","0","24/08/2008","0","Gymnastics","Japan","2","2008"
"23","0","Xiao Qin","0","24/08/2008","2","Gymnastics","China","2","2008"
"17","0","Alexandra Eremia","1","29/08/2004","1","Gymnastics","Romania","2","2004"
"26","2","Annia Hatch","0","29/08/2004","0","Gymnastics","United States","2","2004"
"18","2","Terin Humphrey","0","29/08/2004","0","Gymnastics","United States","2","2004"
"24","0","Takehiro Kashima","1","29/08/2004","1","Gymnastics","Japan","2","2004"
"25","1","Svetlana Khorkina","1","29/08/2004","0","Gymnastics","Russia","2","2004"
"18","1","Courtney Kupets","1","29/08/2004","0","Gymnastics","United States","2","2004"
"16","0","Anna Pavlova","2","29/08/2004","0","Gymnastics","Russia","2","2004"
"17","0","Monica Rosu","0","29/08/2004","2","Gymnastics","Romania","2","2004"
"16","1","Dana Sofronie","0","29/08/2004","1","Gymnastics","Romania","2","2004"
"23","1","Hiroyuki Tomita","0","29/08/2004","1","Gymnastics","Japan","2","2004"
"28","1","Marius Urzica","1","29/08/2004","0","Gymnastics","Romania","2","2004"
"26","0","Isao Yoneda","1","29/08/2004","1","Gymnastics","Japan","2","2004"
"31","1","Yordan Yovchev","1","29/08/2004","0","Gymnastics","Bulgaria","2","2004"
"22","1","Oleksandr Beresh","1","01/10/2000","0","Gymnastics","Ukraine","2","2000"
"22","1","Aleksey Bondarenko","1","01/10/2000","0","Gymnastics","Russia","2","2000"
"27","1","Lee Ju-Hyeong","1","01/10/2000","0","Gymnastics","South Korea","2","2000"
"19","0","Li Xiaopeng","0","01/10/2000","2","Gymnastics","China","2","2000"
"21","0","Liu Xuan","1","01/10/2000","1","Gymnastics","China","2","2000"
"18","1","Maria Olaru","0","01/10/2000","1","Gymnastics","Romania","2","2000"
"20","1","Yelena Produnova","1","01/10/2000","0","Gymnastics","Russia","2","2000"
"16","1","Andreea Raducan","0","01/10/2000","1","Gymnastics","Romania","2","2000"
"20","1","Yang Wei","0","01/10/2000","1","Gymnastics","China","2","2000"
"27","0","Yordan Yovchev","2","01/10/2000","0","Gymnastics","Bulgaria","2","2000"
"29","0","Elisa Di Francisca","0","12/08/2012","2","Fencing","Italy","2","2012"
"24","1","Arianna Errigo","0","12/08/2012","1","Fencing","Italy","2","2012"
"31","1","Diego Occhiuzzi","1","12/08/2012","0","Fencing","Italy","2","2012"
"19","0","Sun Yujie","1","12/08/2012","1","Fencing","China","2","2012"
"38","0","Valentina Vezzali","1","12/08/2012","1","Fencing","Italy","2","2012"
"29","0","Stefano Carozzo","2","24/08/2008","0","Fencing","Italy","2","2008"
"28","0","Margherita Granbassi","2","24/08/2008","0","Fencing","Italy","2","2008"
"25","1","Sada Jacobson","1","24/08/2008","0","Fencing","United States","2","2008"
"27","1","Fabrice Jeannet","0","24/08/2008","1","Fencing","France","2","2008"
"27","1","Nicolas Lopez","0","24/08/2008","1","Fencing","France","2","2008"
"25","0","Matteo Tagliariol","1","24/08/2008","1","Fencing","Italy","2","2008"
"34","0","Valentina Vezzali","1","24/08/2008","1","Fencing","Italy","2","2008"
"18","0","Becca Ward","2","24/08/2008","0","Fencing","United States","2","2008"
"23","0","Mariel Zagunis","1","24/08/2008","1","Fencing","United States","2","2008"
"20","0","Andrea Cassarà","1","29/08/2004","1","Fencing","Italy","2","2004"
"32","1","Laura Flessel-Colovic","1","29/08/2004","0","Fencing","France","2","2004"
"25","1","Aldo Montano","0","29/08/2004","1","Fencing","Italy","2","2004"
"23","0","Maureen Nisima","2","29/08/2004","0","Fencing","France","2","2004"
"28","1","Salvatore Sanzo","0","29/08/2004","1","Fencing","Italy","2","2004"
"26","2","Mathieu Gourdain","0","01/10/2000","0","Fencing","France","2","2000"
"30","2","Gianna Hablützel-Bürki","0","01/10/2000","0","Fencing","Switzerland","2","2000"
"23","1","Rita König","1","01/10/2000","0","Fencing","Germany","2","2000"
"21","0","Wiradech Kothny","2","01/10/2000","0","Fencing","Germany","2","2000"
"27","2","Hugues Obry","0","01/10/2000","0","Fencing","France","2","2000"
"30","0","Giovanna Trillini","1","01/10/2000","1","Fencing","Italy","2","2000"
"26","0","Valentina Vezzali","0","01/10/2000","2","Fencing","Italy","2","2000"
"25","0","Sandra Auffarth","1","12/08/2012","1","Equestrian","Germany","2","2012"
"27","0","Laura Bechtolsheimer","1","12/08/2012","1","Equestrian","Great Britain","2","2012"
"33","1","Adelinde Cornelissen","1","12/08/2012","0","Equestrian","Netherlands","2","2012"
"27","0","Charlotte Dujardin","0","12/08/2012","2","Equestrian","Great Britain","2","2012"
"29","0","Michael Jung","0","12/08/2012","2","Equestrian","Germany","2","2012"
"34","2","Gerco Schröder","0","12/08/2012","0","Equestrian","Netherlands","2","2012"
"37","0","Tina Cook","2","24/08/2008","0","Equestrian","Great Britain","2","2008"
"46","0","Heike Kemmer","1","24/08/2008","1","Equestrian","Germany","2","2008"
"40","1","Eric Lamaze","0","24/08/2008","1","Equestrian","Canada","2","2008"
"44","0","Beezie Madden","1","24/08/2008","1","Equestrian","United States","2","2008"
"45","0","Hinrich Romeike","0","24/08/2008","2","Equestrian","Germany","2","2008"
"40","1","Anky van Grunsven","0","24/08/2008","1","Equestrian","Netherlands","2","2008"
"39","1","Isabell Werth","0","24/08/2008","1","Equestrian","Germany","2","2008"
"38","1","Beatriz Ferrer-Salat","1","29/08/2004","0","Equestrian","Spain","2","2004"
"35","1","Pippa Funnell","1","29/08/2004","0","Equestrian","Great Britain","2","2004"
"37","1","Chris Kappler","0","29/08/2004","1","Equestrian","United States","2","2004"
"29","0","Marco Kutscher","2","29/08/2004","0","Equestrian","Germany","2","2004"
"39","1","Leslie Law","0","29/08/2004","1","Equestrian","Great Britain","2","2004"
"46","1","Ulla Salzgeber","0","29/08/2004","1","Equestrian","Germany","2","2004"
"30","1","Kim Severson","1","29/08/2004","0","Equestrian","United States","2","2004"
"41","1","Andrew Hoy","0","01/10/2000","1","Equestrian","Australia","2","2000"
"38","0","David O'Connor","1","01/10/2000","1","Equestrian","United States","2","2000"
"42","0","Ulla Salzgeber","1","01/10/2000","1","Equestrian","Germany","2","2000"
"32","1","Anky van Grunsven","0","01/10/2000","1","Equestrian","Netherlands","2","2000"
"31","1","Isabell Werth","0","01/10/2000","1","Equestrian","Germany","2","2000"
"23","0","David Boudia","1","12/08/2012","1","Diving","United States","2","2012"
"19","0","Chen Ruolin","0","12/08/2012","2","Diving","China","2","2012"
"21","1","He Zi","0","12/08/2012","1","Diving","China","2","2012"
"26","1","Qin Kai","0","12/08/2012","1","Diving","China","2","2012"
"26","0","Wu Minxia","0","12/08/2012","2","Diving","China","2","2012"
"21","1","Ilya Zakharov","0","12/08/2012","1","Diving","Russia","2","2012"
"15","0","Chen Ruolin","0","24/08/2008","2","Diving","China","2","2008"
"25","0","Gleb Galperin","2","24/08/2008","0","Diving","Russia","2","2008"
"26","0","Guo Jingjing","0","24/08/2008","2","Diving","China","2","2008"
"30","2","Yuliya Pakhalina","0","24/08/2008","0","Diving","Russia","2","2008"
"22","0","Qin Kai","1","24/08/2008","1","Diving","China","2","2008"
"16","0","Wang Xin","1","24/08/2008","1","Diving","China","2","2008"
"22","0","Wu Minxia","1","24/08/2008","1","Diving","China","2","2008"
"22","0","Guo Jingjing","0","29/08/2004","2","Diving","China","2","2004"
"23","1","Mathew Helm","1","29/08/2004","0","Diving","Australia","2","2004"
"16","1","Lao Lishi","0","29/08/2004","1","Diving","China","2","2004"
"27","0","Chantelle Michell-Newbery","1","29/08/2004","1","Diving","Australia","2","2004"
"25","0","Robert Newbery","2","29/08/2004","0","Diving","Australia","2","2004"
"26","1","Yuliya Pakhalina","1","29/08/2004","0","Diving","Russia","2","2004"
"24","0","Tian Liang","1","29/08/2004","1","Diving","China","2","2004"
"18","1","Wu Minxia","0","29/08/2004","1","Diving","China","2","2004"
"22","1","Fu Mingxia","0","01/10/2000","1","Diving","China","2","2000"
"18","2","Guo Jingjing","0","01/10/2000","0","Diving","China","2","2000"
"17","2","Hu Jia","0","01/10/2000","0","Diving","China","2","2000"
"16","1","Li Na","0","01/10/2000","1","Diving","China","2","2000"
"25","1","Anne Montminy","1","01/10/2000","0","Diving","Canada","2","2000"
"21","1","Tian Liang","0","01/10/2000","1","Diving","China","2","2000"
"26","0","Xiong Ni","0","01/10/2000","2","Diving","China","2","2000"
"27","2","Grégory Baugé","0","12/08/2012","0","Cycling","France","2","2012"
"27","0","Ed Clancy","1","12/08/2012","1","Cycling","Great Britain","2","2012"
"28","2","Sarah Hammer","0","12/08/2012","0","Cycling","United States","2","2012"
"36","0","Chris Hoy","0","12/08/2012","2","Cycling","Great Britain","2","2012"
"24","0","Jason Kenny","0","12/08/2012","2","Cycling","Great Britain","2","2012"
"25","1","Maximilian Levy","1","12/08/2012","0","Cycling","Germany","2","2012"
"28","0","Anna Meares","1","12/08/2012","1","Cycling","Australia","2","2012"
"31","1","Vicki Pendleton","0","12/08/2012","1","Cycling","Great Britain","2","2012"
"20","0","Laura Trott","0","12/08/2012","2","Cycling","Great Britain","2","2012"
"32","0","Olga Zabelinskaya","2","12/08/2012","0","Cycling","Russia","2","2012"
"28","1","Mickaël Bourgain","1","24/08/2008","0","Cycling","France","2","2008"
"27","1","Fabian Cancellara","0","24/08/2008","1","Cycling","Switzerland","2","2008"
"20","1","Jason Kenny","0","24/08/2008","1","Cycling","Great Britain","2","2008"
"39","1","Joan Llaneras","0","24/08/2008","1","Cycling","Spain","2","2008"
"27","1","Hayden Roulston","1","24/08/2008","0","Cycling","New Zealand","2","2008"
"28","0","Bradley Wiggins","0","24/08/2008","2","Cycling","Great Britain","2","2008"
"22","0","Ryan Bayley","0","29/08/2004","2","Cycling","Australia","2","2004"
"25","0","Graeme Brown","0","29/08/2004","2","Cycling","Australia","2","2004"
"29","0","Sergi Escobar","2","29/08/2004","0","Cycling","Spain","2","2004"
"31","1","Rob Hayles","1","29/08/2004","0","Cycling","Great Britain","2","2004"
"28","1","Brad McGee","0","29/08/2004","1","Cycling","Australia","2","2004"
"20","0","Anna Meares","1","29/08/2004","1","Cycling","Australia","2","2004"
"26","0","Stefan Nimke","1","29/08/2004","1","Cycling","Germany","2","2004"
"35","0","Olga Slyusareva","1","29/08/2004","1","Cycling","Russia","2","2004"
"26","1","Arnaud Tournant","1","29/08/2004","0","Cycling","France","2","2004"
"26","0","René Wolff","1","29/08/2004","1","Cycling","Germany","2","2004"
"34","0","Leontien Zijlaard-van Moorsel","1","29/08/2004","1","Cycling","Netherlands","2","2004"
"29","0","Félicia Ballanger","0","01/10/2000","2","Cycling","France","2","2000"
"24","0","Robert Bartko","0","01/10/2000","2","Cycling","Germany","2","2000"
"30","0","Jens Fiedler","2","01/10/2000","0","Cycling","Germany","2","2000"
"32","1","Jens Lehmann","0","01/10/2000","1","Cycling","Germany","2","2000"
"34","1","Gary Neiwand","1","01/10/2000","0","Cycling","Australia","2","2000"
"30","1","Jason Queally","0","01/10/2000","1","Cycling","Great Britain","2","2000"
"26","1","Jan Ullrich","0","01/10/2000","1","Cycling","Germany","2","2000"
"32","0","Lukáš Bauer","2","28/02/2010","0","Cross Country Skiing","Czech Republic","2","2010"
"23","2","Anna Haag","0","28/02/2010","0","Cross Country Skiing","Sweden","2","2010"
"24","0","Marcus Hellner","0","28/02/2010","2","Cross Country Skiing","Sweden","2","2010"
"22","1","Charlotte Kalla","0","28/02/2010","1","Cross Country Skiing","Sweden","2","2010"
"32","1","Claudia Künzel-Nystad","0","28/02/2010","1","Cross Country Skiing","Germany","2","2010"
"31","0","Aino-Kaisa Saarinen","2","28/02/2010","0","Cross Country Skiing","Finland","2","2010"
"29","1","Evi Sachenbacher-Stehle","0","28/02/2010","1","Cross Country Skiing","Germany","2","2010"
"30","2","Axel Teichmann","0","28/02/2010","0","Cross Country Skiing","Germany","2","2010"
"28","1","Tobias Angerer","1","26/02/2006","0","Cross Country Skiing","Germany","2","2006"
"29","1","Yuliya Chepalova","0","26/02/2006","1","Cross Country Skiing","Russia","2","2006"
"23","1","Yevgeny Dementyev","0","26/02/2006","1","Cross Country Skiing","Russia","2","2006"
"33","0","Giorgio Di Centa","0","26/02/2006","2","Cross Country Skiing","Italy","2","2006"
"30","0","Thobias Fredriksson","1","26/02/2006","1","Cross Country Skiing","Sweden","2","2006"
"28","2","Claudia Künzel-Nystad","0","26/02/2006","0","Cross Country Skiing","Germany","2","2006"
"27","0","Björn Lind","0","26/02/2006","2","Cross Country Skiing","Sweden","2","2006"
"29","0","Yevgeniya Medvedeva","1","26/02/2006","1","Cross Country Skiing","Russia","2","2006"
"32","1","Katerina Neumannová","0","26/02/2006","1","Cross Country Skiing","Czech Republic","2","2006"
"31","0","Pietro Piller Cottrer","1","26/02/2006","1","Cross Country Skiing","Italy","2","2006"
"28","0","Kristina Šmigun-Vähi","0","26/02/2006","2","Cross Country Skiing","Estonia","2","2006"
"30","0","Thomas Alsgaard","0","24/02/2002","2","Cross Country Skiing","Norway","2","2002"
"25","0","Viola Bauer","1","24/02/2002","1","Cross Country Skiing","Germany","2","2002"
"34","1","Anita Moen-Guidon","1","24/02/2002","0","Cross Country Skiing","Norway","2","2002"
"28","2","Katerina Neumannová","0","24/02/2002","0","Cross Country Skiing","Czech Republic","2","2002"
